date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:44	8644/8644	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2018:25:58%20GMT	http://preview.oklerthemes.com/porto/5.4.0/img/demos/shop/products/shop4/product3.jpg	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/img/demos/shop/products/shop4/product3.jpg	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-4.html)
12:06:45	8942/8942	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2018:25:58%20GMT	http://preview.oklerthemes.com/porto/5.4.0/img/demos/shop/products/shop4/product5.jpg	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/img/demos/shop/products/shop4/product5.jpg	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-4.html)
12:06:45	2495/2495	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202017%2018:19:56%20GMT	http://preview.oklerthemes.com/porto/5.4.0/img/demos/shop/logo-shop.png	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/img/demos/shop/logo-shop.png	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-4.html)
12:06:45	2044/2044	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Feb%202017%2018:19:57%20GMT	http://preview.oklerthemes.com/porto/5.4.0/img/demos/shop/logo-footer.png	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/img/demos/shop/logo-footer.png	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-4.html)
12:06:46	6107/6107	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202017%2018:15:35%20GMT	http://preview.oklerthemes.com/porto/5.4.0/js/demos/demo-shop-4.js	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/js/demos/demo-shop-4.js	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-4.html)
12:06:49	59924/59924	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202017%2018:13:17%20GMT	http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5-product-details.html	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5-product-details.html	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5.html)
12:06:51	102754/102754	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202017%2018:15:46%20GMT	http://preview.oklerthemes.com/porto/5.4.0/css/demos/demo-shop-5.css	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/css/demos/demo-shop-5.css	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5.html)
12:06:53	134254/134254	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202017%2018:16:15%20GMT	http://preview.oklerthemes.com/porto/5.4.0/css/skins/skin-shop-5.css	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/css/skins/skin-shop-5.css	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5.html)
12:06:53	41020/41020	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202017%2018:13:17%20GMT	http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5-myaccount.html	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5-myaccount.html	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5.html)
12:06:53	44324/44324	---M-Z	200	added ('OK')	text/html	date:Tue,%2014%20Feb%202017%2018:13:13%20GMT	http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5-blog.html	C:/Mis%20lugares%20Web/fide/preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5-blog.html	(from http://preview.oklerthemes.com/porto/5.4.0/shop/demo-shop-5.html)
